date,AAPL,MSFT,NVDA,AMZN,TSLA,GOOGL,META,JPM
2021-11-11,0.770968835819754,0.6587820230965009,0.5875950793992218,0.5823111575992663,0.26737023688882294,0.6050723210400789,0.49425353599790545,0.5595090888140625
2021-11-12,0.7746226898282277,0.672989277204205,0.5841508429819429,0.5898966807558315,0.24810953331930874,0.612047745991202,0.5041865344395801,0.5513907435048558
2021-11-15,0.771771849084069,0.6673781769899695,0.5734679919530679,0.5913533295283679,0.24811169338698247,0.6073209292662374,0.4926024307606492,0.5537997386396527
2021-11-16,0.7695654706845755,0.6768920935041873,0.5601794237396683,0.5783969367898607,0.23918991935342104,0.5942015513254524,0.4798572186684803,0.5379490543088264
2021-11-17,0.7473281380207377,0.6814692068601771,0.5624761556751721,0.5783503197768336,0.23169494831935641,0.5934973993961017,0.4807742429686507,0.5397810099892156
2021-11-18,0.73607424137423,0.6840445097323754,0.542511196556018,0.5599079790346951,0.23177343865221645,0.5943347839082412,0.4778551014544186,0.5389833287911122
2021-11-19,0.7173596947748545,0.6762832121265899,0.5246752516696961,0.569212040785029,0.21575723268660932,0.5947331976172374,0.4621052007353813,0.5512192222220119
2021-11-22,0.7152573925629626,0.6855743050949695,0.5213913834233918,0.5623605908045596,0.2107067190453936,0.5866700983914616,0.4514467980346657,0.5176081420288734
2021-11-23,0.7283140673282971,0.6798070782926846,0.5221846109331862,0.5601163189246455,0.19938156201711174,0.5852088709383464,0.44515973823062877,0.5268422503265727
2021-11-24,0.7288042043534123,0.6783613333667742,0.5219166279725052,0.5686129663553734,0.19921980584656496,0.5860686858124512,0.446417796344885,0.5202882038651447
2021-11-26,0.7629707992069711,0.7070685799340685,0.5471478405513276,0.5872518093648658,0.24085901381528635,0.6167211046409278,0.46560589136913483,0.5753223534490295
2021-11-29,0.7721693738391432,0.7214721284656965,0.5701588851389681,0.6001840830429075,0.2684276221001859,0.6418137380129394,0.4846861002983579,0.553719290309426
2021-11-30,0.6123693202424751,0.7331760803586718,0.5767900527684637,0.6070315015016955,0.255210691014438,0.6624746700693822,0.5271174353231037,0.5661419943280326
2021-12-01,0.6238071476365755,0.7261729939204108,0.5896471841069817,0.6243985671496483,0.2866448879078686,0.6631572138541206,0.5586470714941921,0.5664455748793503
2021-12-02,0.5915141788690799,0.6984759783126099,0.5889834318267172,0.6061592994350771,0.26404533622531207,0.6671917384638881,0.547419367972666,0.5855601737086378
2021-12-03,0.5961129018507109,0.7034854461640616,0.5975624320369259,0.609716650873735,0.28801503181165744,0.6685573893934441,0.5523392325834515,0.5993529668073438
2021-12-06,0.6063416051960173,0.7034592086254862,0.5747316979932838,0.6151688192912481,0.26635215508098503,0.6625265822638989,0.5781235623034644,0.6002993323199478
2021-12-07,0.6408296578198802,0.7219927936533782,0.6143020987779201,0.6399183651542205,0.2910958082563108,0.6835928853732526,0.5839497488203291,0.611330925730964
2021-12-08,0.6307271696390874,0.7324364309267755,0.6101375958406208,0.6405987249068678,0.2916838576439179,0.6873166167076875,0.5840118121693538,0.6003108596939758
2021-12-09,0.6324516360041633,0.7301193975542015,0.6202940687471706,0.6427042237511871,0.3060734192376138,0.683030134078198,0.5875743222427958,0.5964680603225266
2021-12-10,0.6388684198559067,0.733114522290659,0.6067346574054868,0.6255253768167897,0.30708101161530904,0.679293447709151,0.5847436563103905,0.5866343282765994
2021-12-13,0.6339552390781098,0.7267628740720136,0.6144362557137412,0.634021549946416,0.33129937098341644,0.6745151930499295,0.5522019160427422,0.5999760642084548
2021-12-14,0.616549574141966,0.7096642232495861,0.5965046446232093,0.606800929248483,0.30802818022131107,0.6739679580423843,0.5347734656169698,0.554079972441387
2021-12-15,0.6344721949776967,0.7180928235458407,0.6174055573306424,0.6226283104193623,0.31216767201853984,0.6823373619157685,0.5504873554966797,0.5238248639541672
2021-12-16,0.6327095154591157,0.7203619331721566,0.6230868079848787,0.6294765983753206,0.32864370397328985,0.6859509614383441,0.6126554138712137,0.4810390166162063
2021-12-17,0.6358519045344446,0.7185533302551333,0.6232360741023846,0.5985744836688983,0.3239695042612574,0.6968930081867754,0.6021545231214702,0.48578630153649915
2021-12-20,0.6398373996002631,0.723402453539073,0.6221444154036203,0.6070239940492947,0.33827630145825854,0.6893174526863501,0.6153488789426922,0.5017722994300164
2021-12-21,0.6473416189408063,0.7367627995055569,0.6328442553483714,0.6187953484843886,0.3621178220906707,0.6900295058377224,0.6316382466226044,0.5463980735118942
2021-12-22,0.6281949934720297,0.7136661259070184,0.613807208843521,0.5939674488562234,0.37450889308551316,0.6653852793246956,0.5910118360059315,0.5599197356613639
2021-12-23,0.6267663492438602,0.7130085675014787,0.6140256966551426,0.5930007092749376,0.3801227280761852,0.6689946352017517,0.5937606362966417,0.5611764869791672
2021-12-27,0.6315501270839268,0.7209265436354227,0.6371307868734664,0.5728484953901007,0.3841434710834299,0.6684913517058535,0.6191334532197412,0.552319822253459
2021-12-28,0.6339936313051879,0.7140561346605224,0.6470098950362337,0.5780278700255967,0.39214327356465795,0.6606505904988023,0.6171491281788719,0.5367918078157073
2021-12-29,0.6140738922072636,0.7002111803421065,0.6300616811377989,0.5544134927065261,0.4032453489152855,0.6461818586231003,0.5920968354680739,0.548901327595204
2021-12-30,0.612443001572202,0.6959649267452508,0.6268779600609968,0.5518012029311076,0.4122179449835334,0.6404055091960853,0.5820852329140406,0.5404792775120634
2021-12-31,0.6137070138726711,0.6978892030794149,0.6275454997261907,0.5533388081647002,0.41496857334839266,0.6416389740976756,0.5833252693443162,0.5387264861408658
2022-01-03,0.6135092287171667,0.6914856497482279,0.6286133699843807,0.5503882527924732,0.4082548384523344,0.6366041331046962,0.5997828706708216,0.5348047338971262
2022-01-04,0.6098315920836113,0.6850197275962991,0.6257617145542985,0.5476389799802047,0.4059717456784643,0.6394551818670403,0.6016273359331094,0.4894223690954272
2022-01-05,0.6392648703812153,0.7188103515784545,0.6501928225948577,0.5568423865526168,0.43956606025838085,0.6775574778805739,0.625385591317401,0.5121699479925081
2022-01-06,0.6342629978804181,0.7179753031817497,0.6470121041876582,0.5583468410490803,0.443391009282063,0.6776430618918508,0.611342582912517,0.5041522510354431
2022-01-07,0.6374887634199244,0.7165915140464589,0.6490327492425768,0.5585297719436294,0.4479467675730773,0.6780126475992471,0.6106971786930977,0.5206229271784311
2022-01-10,0.6287639549636715,0.7050889820781558,0.6427155706090276,0.5651846117819612,0.4525339546112316,0.6545765927528637,0.6113716722137701,0.5056947504976236
2022-01-11,0.6336695281847994,0.7018732005114848,0.6449907762138187,0.5703986780260842,0.4458196311539253,0.6581852828044826,0.6291968810017914,0.4955310664311801
2022-01-12,0.6330225981116767,0.7015430889572596,0.6445487097380739,0.570029883203734,0.44526892902894366,0.657325351325637,0.6354268448893103,0.4964873101218466
2022-01-13,0.6427881441714685,0.717270462507257,0.6624858132446078,0.5900272992361915,0.4757099235553792,0.6692247525030581,0.6399720095719416,0.48188678187479955
2022-01-14,0.6430734687071673,0.7118861334163249,0.6653808860379967,0.5939676684574077,0.47605238677393596,0.6752704737529687,0.6360024530664525,0.4037826418715626
2022-01-18,0.6568608052849761,0.7252360492634541,0.6735264527618631,0.6057794903277092,0.47420869174815994,0.6909128079231412,0.659679218820232,0.4559881634640102
2022-01-19,0.6658604091784045,0.7143095033581014,0.6790251880231203,0.6252376691232456,0.48303103290235455,0.7079816686751593,0.6779526909636608,0.46997575223931953
2022-01-20,0.6729576145563451,0.7161170980875327,0.6838228425779376,0.640217032798331,0.48184832078476747,0.7144875296078598,0.6759134840733424,0.4746280555698131
2022-01-21,0.67490749105744,0.7219136469582929,0.6983306414188944,0.6732623011385918,0.5014783213041824,0.7279015061489101,0.7258464190071099,0.48629784363359885
2022-01-24,0.6690468373457394,0.7853814080661334,0.6966037576384279,0.6795075546851524,0.5022298337105521,0.8225599437240453,0.7259793524799739,0.48456641698914854
2022-01-25,0.6653469787236729,0.793067483657631,0.7021712036839235,0.68281744333262,0.4927330485276185,0.8338376173871893,0.7300067803951023,0.4488435748379496
2022-01-26,0.6797753993421822,0.7720884484766971,0.6983474637195975,0.6946371648967656,0.4889308570034264,0.8211541638393047,0.7299683384112279,0.445030561975703
2022-01-27,0.6835634846041477,0.7647317990592782,0.6981926184174349,0.6962028703377214,0.48320546283231647,0.8577940395203041,0.7307521443904448,0.4472447636077699
2022-01-28,0.7217664275673527,0.7779526333555205,0.699383411647175,0.7168827178876328,0.48834747134786616,0.8720632034510033,0.7384950091185469,0.4498174555200555
2022-01-31,0.7298442973301505,0.7737536879022787,0.7157609519692126,0.7322165955389068,0.5176957034066959,0.8714692514989996,0.7512653182942557,0.4633783281099912
2022-02-01,0.7294071451019083,0.7646870889368689,0.7494396421256116,0.7378008364452051,0.5137596247524531,0.8711739711134215,0.7523791266058754,0.4783035176612533
2022-02-02,0.7283347407665062,0.7692527978304041,0.7528253593675992,0.7306320247894512,0.5013765142144926,0.7982801638513174,0.7542036025456476,0.46832470206544674
2022-02-03,0.73306218879469,0.7872586037626896,0.7652890329746339,0.7488366473211279,0.49739115335383643,0.8105716940782915,0.5806335660935842,0.463588825301155
2022-02-04,0.729138674529223,0.7874347063234527,0.7665795384776185,0.6345078005956462,0.5242873981638464,0.8101127396213462,0.5799522203477786,0.46490090707917275
2022-02-07,0.7273104090633812,0.7837372143300081,0.7601201679096429,0.6300298344505769,0.5439898867363472,0.7986502539191686,0.5770171938115155,0.4653863136360123
2022-02-08,0.7307405653755973,0.7864085562937297,0.7656724460671004,0.6343578228270709,0.5461864560417128,0.7959722267326929,0.5690212398895429,0.47313256210551785
2022-02-09,0.7239038336786366,0.7906880868667963,0.7761153334649334,0.6221139068668733,0.5561018591278702,0.7969504477281005,0.5768684376015615,0.47721039119600267
2022-02-10,0.7340837186903111,0.7990184997748002,0.7784158521850909,0.6202106148557825,0.5614924240461039,0.8012519456614855,0.5718142923326689,0.4722482086242131
2022-02-11,0.7411182532550181,0.8043493764604035,0.7892730155830749,0.6334820481284623,0.5725001042930691,0.8121025798320853,0.5772568020243141,0.48272585064459583
2022-02-14,0.7462418771138878,0.8038704022548584,0.7886127391797766,0.6306510920032761,0.5745655228783134,0.808421399543387,0.577266391865072,0.48299142342044393
2022-02-15,0.756981700905917,0.8080580692006647,0.81270859910533,0.6330985288763475,0.5871986445876723,0.8045535475773198,0.5784650861055485,0.4974217653188468
2022-02-16,0.7617379889669316,0.8094704749352777,0.8232372950935117,0.6330159422243564,0.5929009532510294,0.804166172284234,0.5796809425190125,0.4989072023948455
2022-02-17,0.7685164210065354,0.817292214275112,0.8343132620364986,0.6383571697253669,0.6069984449327366,0.817154570815603,0.5839123018321298,0.5275787375656261
2022-02-18,0.7693734874056282,0.8190455510015742,0.8348704605815024,0.6392183963531246,0.6155482676567969,0.8181929259590717,0.5833045163389186,0.5283646256246538
2022-02-22,0.7720313257291256,0.8134832595819921,0.8335479789241073,0.6411362769579342,0.6193503096226457,0.8155670697691562,0.5824094451611538,0.5290275630132518
2022-02-23,0.7678732445418682,0.8144771413766745,0.8387630971260376,0.6500291312930522,0.632798371174757,0.810959192024757,0.5836850655510404,0.5172918339452985
2022-02-24,0.7659033291644605,0.8085976494243864,0.8409393292509376,0.6591403210395593,0.6341072658716855,0.8118843039090394,0.592435260105932,0.47104813964943676
2022-02-25,0.8370527558202204,0.799929700718465,0.8391231811452701,0.660329692479176,0.6472853656952565,0.8021129184178515,0.5842517365314831,0.48604116098667355
2022-02-28,0.8395461695542641,0.8032018292617261,0.8350341703482599,0.6576312157574636,0.6211965428744293,0.8024621283811186,0.5784373913259085,0.469358769323037
2022-03-01,0.8594737931889899,0.814492187968698,0.8373804180549406,0.6678300661307172,0.6270797361144306,0.7978183779517359,0.5880364715352783,0.4731312752902539
2022-03-02,0.8608202549056129,0.8156510692251445,0.8375962415192049,0.6601568784761696,0.6230847712638655,0.7878715264181807,0.5917726466167512,0.48523898476183536
2022-03-03,0.8579474552478971,0.8152218775927303,0.8543420304661798,0.658948952446709,0.6296019283239156,0.7883482372662366,0.5862362747822014,0.47945558443021097
2022-03-04,0.849917545152215,0.808517756501115,0.8466053463319265,0.6515041253283329,0.6187489325847341,0.7803428864416178,0.5875269908138673,0.4712986887495257
2022-03-07,0.8547117627957354,0.8200997208890373,0.8572216737166728,0.6761868368332145,0.6190542429229844,0.7962875540802099,0.600277995726319,0.5126613084947542
2022-03-08,0.855911187277472,0.8209595732050978,0.8534001247533312,0.6760079833749171,0.6121668483722522,0.7912555371893298,0.595644821280342,0.5144476679893278
2022-03-09,0.866307645122803,0.8350615420181499,0.8692561473410834,0.6872872099035158,0.618520765803905,0.8111866145482622,0.6072261989646984,0.556533830742643
2022-03-10,0.857300623537405,0.8351497448892167,0.8763360237334265,0.6574136460478276,0.6163876714523385,0.8102745224920641,0.6151092615830951,0.5552049276350527
2022-03-11,0.8586745321042004,0.8436282951469748,0.8800515354995936,0.6570370990100064,0.6224018638302173,0.8120057193876641,0.6205827767237885,0.5674631039954875
2022-03-14,0.8496503305600779,0.8407384843729812,0.8775766437289894,0.6518412307167563,0.6234100647297832,0.8053837990068218,0.6146640662436886,0.5731971592721726
2022-03-15,0.870435727676473,0.8522979119935629,0.8928439309644068,0.6631977524424146,0.6312417139179,0.8101124317801189,0.6190353708178117,0.5980003302939425
2022-03-16,0.8793670600624139,0.8619808292750546,0.8993011711874335,0.6859410892543103,0.6491535561819917,0.8156200696448186,0.6412367040723133,0.6163113338382239
2022-03-17,0.878074849977053,0.8576221217982123,0.9005422043356511,0.6888919694624621,0.6505860419954572,0.8164210059572421,0.6430951577341659,0.6165210522519532
2022-03-18,0.8752845689970277,0.8548447844293816,0.8906357025081287,0.6891685850691399,0.6466358258499423,0.8186905048788046,0.6425276557260237,0.610331757660074
2022-03-21,0.8722561905836544,0.8528939505778654,0.8914280678597314,0.691050429840147,0.6418833709026313,0.8164617411639997,0.6464195332465359,0.610203093241104
2022-03-22,0.8745944016511671,0.8548680379830876,0.8825409162109774,0.6955589079695388,0.6472589888620844,0.8197326049762678,0.6482767305154744,0.6163156155738246
2022-03-23,0.8565392155855164,0.8524758058768942,0.881299508488984,0.7072350137739927,0.6379030765503673,0.8228427290960225,0.6408093036472587,0.6218669522832008
2022-03-24,0.8606754157717216,0.8541308097578167,0.8786338842170017,0.7002237305725226,0.6369051944047225,0.8275558276284338,0.645328539062155,0.6219180081554139
2022-03-25,0.8606497741286073,0.8529117586208008,0.8748060035549229,0.7018433537662434,0.6357552673329074,0.8267982498820803,0.6465391818873893,0.623263952817738
2022-03-28,0.8604982749199805,0.8521008532297103,0.8754229680706821,0.7038772341584508,0.634691717342723,0.8239080118379861,0.6482679690860704,0.6187721191657202
2022-03-29,0.8626610171042645,0.8539676557969276,0.8737740852088433,0.6994578261544997,0.6319261032024666,0.8226405436291906,0.6519702842289543,0.6172509856411087
2022-03-30,0.8666767559684214,0.8569365946921179,0.8728918209512896,0.6991770090258993,0.6566613997515476,0.823505534170481,0.650819779781455,0.6158704869454917
2022-03-31,0.8722127092960659,0.8632501845493783,0.8728445886859861,0.7036211562818635,0.6617200379273316,0.8263762035100287,0.6503849200740357,0.6437331701877688
2022-04-01,0.8670441922267134,0.8591218910260977,0.8640262083578866,0.7028200021120123,0.6514223144887276,0.821840661619308,0.648542965619244,0.634116633247483
2022-04-04,0.8721061707984773,0.8610265147611271,0.8671518784137987,0.7056912444519081,0.6555641156373054,0.823264801230162,0.6545485177429048,0.6381506278847588
2022-04-05,0.8745868609013797,0.8624593317429217,0.870344498054456,0.7093352573645374,0.6622510704064434,0.825097167358885,0.6517161537792234,0.6479002350539422
2022-04-06,0.8753940754606233,0.8569551248407792,0.8689247972787105,0.7122139159501352,0.6690002221768001,0.8274287069668903,0.6543378801248724,0.650260332548804
2022-04-07,0.873599733529555,0.8593695516876485,0.8664701595924226,0.7069499309824272,0.67075534323984,0.8245888816662885,0.651993277966263,0.649754955273607
2022-04-08,0.872119617310668,0.8578952923466435,0.8608815361511087,0.7061891269908093,0.670710526951538,0.8217870241886055,0.6517432528603077,0.6401520621969691
2022-04-11,0.8734175017320305,0.8635017814781434,0.8619429942053286,0.7051707664711195,0.6725796297064485,0.8241539729351454,0.6521309104429768,0.6392579573852875
2022-04-12,0.8682883192411722,0.8677071045118744,0.8625156626021114,0.7050181854031259,0.6712729868855897,0.8245668283129902,0.652695977683556,0.6976159273621991
2022-04-13,0.8677728014177079,0.8665698543216209,0.8628777375305041,0.7079748337438087,0.6764010767305134,0.822843037481006,0.6474729685273514,0.6442159036759079
2022-04-14,0.8665549296548899,0.8740293384043458,0.8635986515365351,0.7097342464504055,0.6774809970559086,0.8264718073391332,0.653666614389439,0.6415206929060329
2022-04-18,0.8659248158951957,0.8760603247254014,0.8598399606458903,0.7060856863365332,0.6804457191350772,0.824960591900781,0.6563381421000525,0.6353887998037048
2022-04-19,0.868433141604397,0.8775963302957203,0.8587257561217811,0.6994821533375676,0.6711603730393366,0.8243151383826384,0.6567050406516926,0.638762978902324
2022-04-20,0.8710839453584232,0.8772959642924774,0.8560606781971306,0.6951115233433243,0.6669603428249095,0.8219759722618772,0.644792761619706,0.6382798033677077
2022-04-21,0.8659283537936251,0.8774716795040044,0.8570889728780676,0.697366864796445,0.6429918948340918,0.8231921639381288,0.6515421254616957,0.6544953755539493
2022-04-22,0.8704897915749784,0.8946353022399434,0.8525685869724167,0.6991516828754515,0.6279082112534607,0.8408209214004176,0.6380736617401701,0.6731099410486597
2022-04-25,0.8708221966612658,0.897362494744704,0.8540121701170444,0.7016286908005761,0.6610893024157627,0.8379372286260038,0.6409503538322893,0.6725529274081352
2022-04-26,0.8904212394476302,0.8995709267517537,0.8564850783695059,0.7104252202316322,0.6943802574876551,0.8377827112637207,0.6343153647972753,0.6885715803464091
2022-04-27,0.8861861709917439,0.8759613979994637,0.8482724348536759,0.699917736245161,0.6843439151632483,0.8146757924856094,0.6229582556447939,0.6791277997802251
2022-04-28,0.8937195749846144,0.8807389027349151,0.8568198043481492,0.7120534684269403,0.6650386044238675,0.8226815522902523,0.6473329676880106,0.6832837468639918
2022-04-29,0.8992626068919194,0.8853101171281843,0.8553665387645628,0.7440266352438348,0.6523266739429695,0.8637661369826416,0.6268737186733901,0.7039554760127026
2022-05-02,0.9005317960035425,0.8785361724601722,0.8495763655622617,0.7317321924640859,0.6572398700242421,0.8577545139965902,0.7222383649759844,0.7132196811095208
2022-05-03,0.9025112599705346,0.8741000814055273,0.8489056438078214,0.8040063222372302,0.6566303307042549,0.8582083165346404,0.7233832360576679,0.7153589311449867
2022-05-04,0.9093362739391534,0.877465152667129,0.8471147467126869,0.7933026599779924,0.6660251061630786,0.8742330008342428,0.7426742536515789,0.7342836815186915
2022-05-05,0.916787490781821,0.8843156730077244,0.8530644672205601,0.8095636508473244,0.6910936783101421,0.8837894072032919,0.7683711063458747,0.7357870146617163
2022-05-06,0.9161891220677301,0.8824557409249101,0.8507205490674911,0.8148377585632941,0.6929392378269625,0.8824917173607846,0.7638332536921626,0.7352057553319423
2022-05-09,0.9173479667250982,0.8848455262004932,0.859891108323695,0.8253084889982698,0.7111854799155863,0.8799963378558622,0.7656704791805791,0.7347978606011795
2022-05-10,0.9141955590558498,0.8805284214958311,0.8539112887977806,0.8226137889143242,0.7052213097555265,0.875166886611253,0.7618626103312018,0.7240420364630785
2022-05-11,0.9016108511957377,0.8815563845369876,0.8579734813403253,0.8277742865647699,0.7092773635316195,0.8745768602572351,0.7654967355089997,0.72070525997542
2022-05-12,0.8890975109510139,0.8750435976761272,0.8575902770211765,0.8271939532437456,0.7020758761985448,0.8762695859555433,0.7656760316989616,0.7157951049014931
2022-05-13,0.8936100610715199,0.8766773046516434,0.8631070132539799,0.8354506200203056,0.7123536744066656,0.8804753694670554,0.7734296331023272,0.7155246567445415
2022-05-16,0.8927568896043797,0.8729605706432836,0.8590386616119928,0.8374353291959707,0.6986163792569737,0.8765538359875188,0.7675450892459202,0.7103464145688352
2022-05-17,0.8952977203253195,0.8739995459352001,0.863418131086911,0.842097944977121,0.7058485445353748,0.8773027872551954,0.7629327227041434,0.7246725040917458
2022-05-18,0.9043907383864022,0.8849059615179812,0.8660661809687579,0.8530908103268953,0.7171385609279884,0.8820594569903227,0.7676838165376467,0.7167889055734554
2022-05-19,0.8999386688792778,0.8827431859002831,0.8611833227395963,0.8491892864416516,0.7113623225774587,0.8817322258372257,0.767658192010439,0.7132097131410527
2022-05-20,0.8988164331244283,0.8893521632753384,0.85692609184197,0.8470039850015739,0.6908078181111131,0.8807299201906128,0.7631973801660907,0.7474072437654445
2022-05-23,0.9030147257207615,0.8970924105910602,0.8574214243378186,0.8416608481860979,0.6945679957915878,0.8850663532948174,0.7652150363973831,0.7345503813754641
2022-05-24,0.9029727915986392,0.8975072277553886,0.8575771371656065,0.8415115366443129,0.7083901157252611,0.8680376511535005,0.751192441096623,0.7461465556378198
2022-05-25,0.9025621437948288,0.8984922133643859,0.8553922784212942,0.843953532861059,0.7135733080306219,0.8694282078795048,0.7489409663433387,0.7464085282823797
2022-05-26,0.9029629472812162,0.8959596947490289,0.8578511505812889,0.8522296683791237,0.7228257400649455,0.8757307247480468,0.7535829618858984,0.7451671099336491
2022-05-27,0.9071973531215776,0.8989344703886001,0.8616569692955792,0.8563827829527514,0.7359762631849539,0.8807938057104552,0.7503341804641822,0.7460294063005157
2022-05-31,0.9071135897174307,0.8993977645009268,0.8610742846336934,0.8371757276583305,0.7367329503384424,0.8739240877057314,0.7498793496569748,0.7457747805474061
2022-06-01,0.9083073945107151,0.8921017175690521,0.8555432774161478,0.8240164125096734,0.7360459322970803,0.8650255147661857,0.7383949860859024,0.7313731066419126
2022-06-02,0.9078160488881645,0.887720106722912,0.8620287358820973,0.8266957478989528,0.748278875183991,0.8724399341874428,0.7497192911658971,0.7340463730598885
2022-06-03,0.904420861961639,0.8833380415516642,0.8584389802679847,0.8302178691680786,0.7466974176175281,0.8688252582754821,0.7485229685764163,0.7230055238250502
2022-06-06,0.9091121569289218,0.882186808480225,0.8583348864320465,0.8532905966339014,0.7467026196609402,0.8656834390349498,0.7483576507236059,0.7221378823207376
2022-06-07,0.9088120036359558,0.8817389651606676,0.8572882808034512,0.8486206775239197,0.7425184892746668,0.8634975806027393,0.7448232944138553,0.7181913803145341
2022-06-08,0.9098431056954691,0.8809996616695367,0.8565544592825026,0.8481599697529625,0.7353699673912251,0.8627800669251918,0.741079111067372,0.72725090458061
2022-06-09,0.9105691031749884,0.8779452142869156,0.8499104389419903,0.8476664479155797,0.7213084384331334,0.8592337999320172,0.749236959093635,0.7286670402814047
2022-06-10,0.9117969700247941,0.8809963478969305,0.8487181579976623,0.8497546677355335,0.7132046859998048,0.8582934124268359,0.7465786372927543,0.7346780896649586
2022-06-13,0.914018827231779,0.8897206990306882,0.8567386614103973,0.8514019702815305,0.7222178086138419,0.8667521368448945,0.757324116932372,0.7421923645321791
2022-06-14,0.9127462044323552,0.8869594546034844,0.8606344322865006,0.8504582722105546,0.7176897605995182,0.8653237882841118,0.7561419194431618,0.740172305562822
2022-06-15,0.9148237444763117,0.888555359348249,0.8635002527001486,0.8514606752411694,0.7233657889945714,0.8673714740259495,0.7627450310067961,0.7433969901800473
2022-06-16,0.9167304755415612,0.8866991292671202,0.8697080217574719,0.847750532298075,0.7357204820784965,0.8694365105767395,0.7665190999193429,0.738719212974621
2022-06-17,0.9231750234070742,0.8840672198639115,0.8671467755761971,0.8449369737609099,0.7393435895650341,0.8675149134177683,0.7651206066218472,0.7372252956012465
2022-06-21,0.924543920075023,0.8852176608181321,0.8767492869709176,0.8479910469393972,0.7520096778307086,0.870991114913438,0.7164571739455168,0.7464674480577009
2022-06-22,0.9244902886863873,0.8862193134591592,0.879594448572602,0.8474065154062813,0.752897316956753,0.871291585879196,0.7155177576071008,0.7451954899314042
2022-06-23,0.9249499958278586,0.8876112487486373,0.8751701295530158,0.8479688231582299,0.7545116132485155,0.8728879761371271,0.7169061702103728,0.7404937003752075
2022-06-24,0.921608898549665,0.8909005137850933,0.8789590245196547,0.8514095018552978,0.7593478247827987,0.8814026638162904,0.7299578780521714,0.7547771249915186
2022-06-27,0.9212864343266982,0.8904409914742941,0.8798885815088276,0.8494195376915203,0.7595581437243134,0.8795959455120297,0.7298861569968133,0.7546260208373324
2022-06-28,0.9222664498335289,0.8914494319074694,0.883983259086815,0.8521584623112523,0.7644466539585179,0.8807322019032843,0.7336805666435936,0.749259711335019
2022-06-29,0.9205235988669043,0.8886425840746235,0.8844683782979591,0.8506962718044156,0.7632831624656304,0.880542343245896,0.7319481889958394,0.7512318563602405
